Name	Reactants	SMARTS	Products	Comments
1.97.1_03	cpd00067;cpd00067;Any	[#1;R0:1].[#1;R0:2].[H0D1R0;Cl,Br,I,F:4][#6;D3;H0,H1:3]([#6,#1D1AR0,ClH0D1AR0:6])=[#6:5]>>[*:2]-[*:4].[*:1]-[*:3](-[*:6])=[*:5]	Any;Any	
2.1.1_01	cpd00017;Any	[#6:2][#16+;H0D3:1]([#6:3])[#6;H3D4R0:4].[#1;D1R0:8][#8;H1D2R0:7][#17:6][#6,#1D1AR0:5]>>[#1+:8].[*:2]-[#16+0:1]-[*:3].[*:4]-[*:6](-[*:5])=[*:7]	cpd00067;cpd00019;Any	
2.1.1_02	cpd00017;Any	[#6:2][#16+;H0D3:1]([#6:3])[#6;H3D4R0:4].[#1;D1R0:7][#16,#7,#8,#6H1D3,#6H2D3AR0:6]-[#6,#1D1AR0:5]>>[#1+:7].[*:2]-[#16+0:1]-[*:3].[*:4]-[*:6]-[*:5]	cpd00067;cpd00019;Any	R01883, R01349
2.1.2_01	Any;cpd00071	[#1;D1R0:1][#6;D4R0;H1,H2:2]([#7;H2D3R0:3])[#6;H0D3R0:4]([#8;H1D2R0:6])=[#8;H0D1R0:5].[#6;H3D4R0:9][#6;H1D3R0:8]=[#8;H0D1R0:7]>>[*:1]-[*:7]-[*:8](-[*:9])-[*:2](-[*:3])-[*:4](-[*:6])=[*:5]	Any	
2.1.2_02	cpd00055;Any	[#6;D3R0;H0,H1,H2:2]=[#8;H0D1R0:1].[#1;D1R0:3][#6;D4R0;H1,H2:4]([#7;H2D3R0:5])[#6;H0D3R0:6]([#8;H1D2R0:8])=[#8;H0D1R0:7]>>[*:3]-[*:1]-[*:2]-[*:4](-[*:5])-[*:6](-[*:8])=[*:7]	Any	
2.1.2_02.rev	Any	[#1;D1R0:1][#8;H1D2R0:2][#6;H2D4R0:3][#6;D4R0;H0,H1:4]([#7;H2D3R0:5])[#6;H0D3R0:6]([#8;H1D2R0:8])=[#8;H0D1R0:7]>>[*:2]=[*:3].[*:4](-[*:5])-[*:6](-[*:8])=[*:7]	cpd00055;Any	
2.2.1_01	Any;Any	[#1;D1R0:6][#8;H1D2R0:5][#6:3][#6:2]([#6:1])=[#8;H0D1R0:4].[#1;D1R0:12][#6:7]1=[#7:8][#6:9]=[#6:10][#16:11]1>>[*:3]=[*:5].[*:12]-[*:4]-[*:2](-[*:1])(-[*:6])-[*:7]-1=[*:8]-[*:9]=[*:10]-[*:11]-1	Any;Any	
2.2.1_02	Any;Any	[#1;D1R0:7][#8;H1D2R0:6][#6;H0D3:3](=[#8;H0D1R0:5])[#6;H0D3:2]([#6:1])=[#8;H0D1R0:4].[#8;H1D2R0:11][#6;H0D3R0:10](=[#8;H0D1R0:13])[#6;D3;H0,H1AR0:9]([#6;H2D4,#6H3D4AR0,#1D1AR0:8])=[#8;H0D1R0:12]>>[*:5]=[*:3]=[*:6].[*:7]-[*:12]-[*:9](-[*:8])(-[*:2](-[*:1])=[*:4])-[*:10](-[*:11])=[*:13]	cpd00011;Any	
2.2.1_03	Any;cpd00011	[#1;D1R0:7][H1;#8;D2AR0,#6D4:5][#6;H1D4:4]([#6;D3;H1,H0AR0:6])[#6;H0D3R0:2]([#6;H2D4R0:1])=[#8;H0D1R0:3].[#8;H0D1R0:9]=[#6;H0D2R0:8]=[#8;H0D1R0:10]>>[*:6]-[*:4]=[*:5].[*:7]-[*:10]-[*:8](=[*:9])-[*:2](-[*:1])=[*:3]	Any;Any	Covers 2.2.1.5, 6, 7, 9 and others
2.2.1_03.rev	Any;Any	[#1;D1R0:6][#8;H1D2R0:7][#6:3]([#1;D1R0:8])([#1;D1R0:9])[#6:2](=[#8;H0D1R0:5])[#6:1]([#1;D1R0:10])[#8;H1D2R0:4].[#1;D1R0:12][#8;H1D2R0:18][#6:15]([#1;D1R0:19])([#6:16][#8;H1D2R0:17])[#6:11]([#1;D1R0:14])=[#8;H0D1R0:13]>>[*:17]-[*:16]-[*:15](-[*:19])=[*:18].[*:12]-[*:13]-[*:11](-[*:8])(-[*:14])-[*:3](=[*:7])-[*:2](-[*:9])(-[*:5]-[*:6])-[*:1](-[*:4])-[*:10]	Any;Any	
2.3.1_01	Any;cpd00010	[#6;D4;H3AR0,H2:3][#6;H0D3:2](=[#8;H0D1R0:1])[#8;H0D2:4][#15;H0D4R0:5]([#8;H1D2R0:6])[#8;H1D2R0:7].[#16;H1D2:9][#1;D1R0:8]>>[*:3]-[*:2](-[*:9])=[*:1].[*:8]-[*:4]-[*:5](-[*:6])-[*:7]	Any;Any	
2.3.1_02	Any;cpd00010	[#6;D4;H3AR0,H2:3][#6;H0D3R0:2]([H0;#16;D2,#6D3AR0:4])=[#8;H0D1R0:1].[#16;H1D2:6][#1;D1R0:5]>>[*:4]-[*:5].[*:3]-[*:2](-[*:6])=[*:1]	Any;Any	
2.3.1_02.rev	cpd00022;Any	[#6;D4;H3AR0,H2:3][#6;H0D3:2]([#16;H0D2:4])=[#8;H0D1R0:1].[#1;D1R0:9][#8;H1D2R0:8][#6;H1D3R0:6]([#1;D1R0:5])=[#8;H0D1R0:7]>>[*:4]-[*:5].[*:9]-[*:8]-[*:6](=[*:7])-[*:2](-[*:3])=[*:1]	cpd00010;Any
2.3.1_03	cpd00895;Any	[#1;D1R0:5][#7;H1D3:4]([#6;H1D4:6])[#6;H0D3:3][#6;H0D3:2]=[#8;H0D1R0:1].[#1;D1R0:7][#6;H1D3R0:8](=[#8;H0D1R0:9])[#7;H1D3:10][#6:11]>>[*:5]-[*:10]-[*:11].[*:6]-[*:4](-[*:3]-[*:2]=[*:1])-[*:8](-[*:7])=[*:9]	Any;cpd00936	
2.3.1_04	Any;cpd00022	[#1;D1R0:3][#7;H2D3R0:1][#6,#7H1D3AR0:2].[#6;R0:4][#6;H0D3R0:5]([#16;H0D2R0:7])=[#8;H0D1R0:6]>>[*:3]-[*:7].[*:2]-[*:1]-[*:5](-[*:4])=[*:6]	cpd00010;Any	
2.3.1_05	cpd00010;Any	[#16;H1D2R0:1][#1;D1R0:2].[#8;H1D2R0:9][#6;D4;H1,H2:6]([#1D1AR0,#16H0D2:7])[#6;D4;H1,H2:5]-;!@[#6;D3;H1,H0:4]([#6,#1D1AR0:3])=[#8;H0D1R0:8]>>[*:1]-[*:4](-[*:3])=[*:8].[*:2]-[*:5]-[*:6](-[*:7])-[*:9]	Any;Any	
2.3.1_06	Any;cpd00010	[#6,#1D1AR0:1][#6;D3;H0,H1:2](=[#8;H0D1R0:6])-;!@[#6;D4;H1,H2:3][#6;D3;H0,H1:4]([#16;H0D2,#1D1AR0:5])=[#8;H0D1R0:7].[#16;H1D2R0:8][#1;D1R0:9]>>[*:1]-[*:2](-[*:8])=[*:6].[*:9]-[*:3]-[*:4](-[*:5])=[*:7]	Any;Any	
2.3.1_07	cpd00022;Any	[#6;D4;H3AR0,H2:3][#6;H0D3:2]([#16;H0D2:4])=[#8;H0D1R0:1].[#16;H1D2R0:6][#1;D1R0:5]>>[*:4]-[*:5].[*:3]-[*:2](-[*:6])=[*:1]	cpd00010;Any	
2.3.2_01	Any;cpd00001	[#6D4R0;H1,H2:4][#7;H1D3R0:3][#6;H0D3R0:1]=[#8;H0D1R0:2].[#8;H2D2R0:5][#1;D1R0:6]>>[*:4]-[*:3]-[*:6].[*:5]-[*:1]=[*:2]	Any;Any	Covers 1.14.11.13 and others
2.3.3_01	cpd00001;cpd00022;Any	[#8;H2D2R0:1][#1;D1R0:2].[#1;D1R0:8][#6;D4;H3,H2,H1:7][#6;D4;H0,H1,H2:6][#6;H0D3:4]([#16;H0D2:3])=[#8;H0D1R0:5].[#6;D3;H0,H1AR0:9]=[#8;H0D1R0:10]>>[*:2]-[*:3].[*:8]-[*:10]-[*:9]-[*:7]-[*:6]-[*:4](-[*:1])=[*:5]	cpd00010;Any	
2.3.3_02	Any;cpd00010	[#1;D1R0:7][#8;H1D2R0:6][#6:4]-;!@[#6:3][#6R0:2]([#8;H1D2R0:1])=[#8;H0D1R0:5].[#16;H1D2R0:8][#1;D1R0:9]>>[*:1]-[*:9].[*:4]=[*:6].[*:3]-[*:2](-[*:8])=[*:5]	cpd00001;Any;Any	
2.3.3_03	Any;cpd00001;cpd00022	[#6,#1D1AR0:3][#6;D3;H0,H1AR0,H2AR0:2]([#6,#1D1AR0:4])=[#8;H0D1R0:1].[#8;H2D2R0:5][#1;D1R0:6].[#1;D1R0:10][#6;H3D4R0:9][#6;H0D3R0:8][#16;H0D2R0:7]>>[*:6]-[*:7].[*:5]-[*:8]-[*:9]-[*:2](-[*:3])(-[*:4])-[*:1]-[*:10]	Any;Any	
2.3.3_03.rev	cpd00010;cpd00002;cpd00001;Any	[#16;H1D2R0:1][#1;D1R0:2].[#1;D1R0:3][#8;H1D2R0:4][#6;D4;H0,H1,H2:5]([#1D1AR0,#6:6])([#1D1AR0,#6:7])[#6;H2D4:8][#6;H0D3R0:9]([#8;H1D2R0:11])=[#8;H0D1R0:10].[#8;H1D2R0:13][#15;H0D4R0:12]([#8;H1D2R0:14])[#8;H0D2:15][#15;H0D4:16].[#8;H2D2R0:18][#1;D1R0:17]>>[*:2]-[*:11].[*:16]-[*:15]-[*:17].[*:13]-[*:12](-[*:14])-[*:18].[*:6]-[*:5](-[*:7])=[*:4].[*:3]-[*:8]-[*:9](-[*:1])=[*:10]	Any;Any;cpd00001;cpd00008;cpd00009	
2.4.1_01	Any;Any	[#8;H0D2:14][#15;H0D4:13][#8;H0D2:12][#6;H1D4:6]1[#8;H0D2:1][#6;H1D4:2]([#6;H2D4:7][R0;#1D1,#8H1D2:8])[#6;D4;H1,H2:3]([R0;#1D1,#8H1D2:9])[#6;D4;H1,H2:4]([R0;#1D1,#8H1D2:10])[#6;D4;H1,H2:5]1[#8;H1D2R0:11].[#1;D1R0:20][#8;H1D2R0:19][#6:18]([#6;H2D4:21][#8;H0D2:22][#15;H0D4:23])[#6;H0D3:16]([R0;#1D1,#8H1D2:15])=[#8;H0D1R0:17]>>[*:14]-[*:13]-[*:12]-[*:20].[*:23]-[*:22]-[*:21]-[*:18](-[*:19]-[*:6]-1-[*:1]-[*:2](-[*:7]-[*:8])-[*:3](-[*:9])-[*:4](-[*:10])-[*:5]-1-[*:11])-[*:16](-[*:15])=[*:17]	Any;cpd00008	Actual KEGG reaction generates GDP.
2.4.1_02	Any;cpd00009	[#8;H1D2R0:11][#6;H1D4:6]1[#6;D4;H1,H2:7]([R0;#1D1,#8H1D2:10])[#6;D4;H1,H2:8]([R0;#1D1,#8H1D2:9])[#6;H1D4:3]([#6;D4;H2,H3AR0:2][R0;#1D1,#8H1D2:1])[#8;H0D2:4][#6;H1D4:5]1[#8;H0D2:12][#6;H1D4:13]1[#8;H0D2:14][#6;H1D4:15]([#6;D4;H2,H3:22][R0;#1D1,#8H1D2:23])[#6;D4;H1,H2:16]([R0;#1D1,#8H1D2:21])[#6;D4;H1,H2:17]([R0;#1D1,#8H1D2:20])[#6;H1D4:18]1[#8;H1D2R0:19].[#1;D1R0:24][#8;H1D2R0:25][#15;H0D4R0:26]>>[*:1]-[*:2]-[*:3]-1-[*:4]-[*:5](-[*:25]-[*:26])-[*:6](-[*:11])-[*:7](-[*:10])-[*:8]-1-[*:9].[*:23]-[*:22]-[*:15]-1-[*:14]-[*:13](-[*:12]-[*:24])-[*:18](-[*:19])-[*:17](-[*:20])-[*:16]-1-[*:21]	Any;Any	
2.4.1_03	Any;Any	[#1;D1R0:1][#8;H1D2:2][#6:3]1([#6;H2D4:8][#8;H1D2R0:9])[#8;H0D2:7][#6;H1D4:6]([#6;H2D4:10][#8;D2;H0,H1AR0:11])[#6;D4;H1,H2:5]([R0;#8H1D2,#1D1:13])[#6;D4;H1,H2:4]1[R0;#8H1D2,#1D1:12].[#15;H0D4:23][#8;H0D2:22][#6;H1D4:20]1[#8;H0D2:21][#6;H1D4:16]([#6;D4;H2,H3AR0:15][R0;#8H1D2,#1D1:14])[#6;D4;H1,H2:17]([R0;#8H1D2,#1D1:24])[#6;D4;H1,H2:18]([R0;#8H1D2,#1D1:25])[#6;D4;H1,H2:19]1[R0;#8H1D2,#1D1:26]>>[*:1]-[*:22]-[*:23].[*:11]-[*:10]-[*:6]-1-[*:7]-[*:3](-[*:8]-[*:9])(-[*:2]-[*:20]-2-[*:21]-[*:16](-[*:15]-[*:14])-[*:17](-[*:24])-[*:18](-[*:25])-[*:19]-2-[*:26])-[*:4](-[*:12])-[*:5]-1-[*:13]	Any;Any	
2.4.1_03.rev	Any;Any	[#1;D1R0:1][#8;H1D2R0:2][#15;H0D4:3].[#8;D2;H0,H1AR0:13][#6;H2D4:12][#6;H1D4:8]1[#8;H0D2:9][#6:5]([#6;H2D4:10][#8;H1D2R0:11])([#8;H0D2:4][#6;H1D4:22]2[#8;H0D2:23][#6;H1D4:18]([#6;D4;H2,H3AR0:17][R0;#8H1D2,#1D1:16])[#6;D4;H1,H2:19]([R0;#8H1D2,#1D1:24])[#6;D4;H1,H2:20]([R0;#8H1D2,#1D1:25])[#6;D4;H1,H2:21]2[R0;#8H1D2,#1D1:26])[#6;D4;H1,H2:6]([R0;#8H1D2,#1D1:14])[#6;D4;H1,H2:7]1[R0;#8H1D2,#1D1:15]>>[*:13]-[*:12]-[*:8]-1-[*:9]-[*:5](-[*:4]-[*:1])(-[*:10]-[*:11])-[*:6](-[*:14])-[*:7]-1-[*:15].[*:3]-[*:2]-[*:22]-1-[*:23]-[*:18](-[*:17]-[*:16])-[*:19](-[*:24])-[*:20](-[*:25])-[*:21]-1-[*:26]	Any;Any	
2.4.1_04	cpd00009;Any	[#8;H1D2R0:1][#1;D1R0:2].[#6;R1r5:5][#6;H1D4R1r5:4]([#8;H0D2R1r5:3])[D3;nH0r5R1,#7H0r6R1,nH0r6R1,#7H1AR0:6]>>[*:2]-[*:6].[*:1]-[*:4](-[*:3])-[*:5]	Any;Any	
2.4.1_05	Any;cpd00018	[#8;H0D2:12][#6;H1D4:6]1[#8;H0D2:1][#6;H1D4:2]([#6;D4;H2,H3AR0:7][R0;#8H1D2,#1D1:8])[#6;D4;H1,H2:3]([R0;#8H1D2,#1D1:9])[#6;D4;H1,H2:4]([R0;#8H1D2,#1D1:10])[#6;D4;H1,H2:5]1[R0;#8H1D2,#1D1:11].[#8;H1D2R0:16][#15;H0D4:15]([#8;H1D2R0:17])[#8;H0D2:13][#15;H0D4:14]>>[*:12]-[*:15](-[*:16])-[*:17].[*:8]-[*:7]-[*:2]-1-[*:1]-[*:6](-[*:13]-[*:14])-[*:5](-[*:11])-[*:4](-[*:10])-[*:3]-1-[*:9]	Any;Any	GMP to GTP is the actual KEGG reaction cofactor
2.4.1_06	Any;Any	[#6:1][#6;H1D4:2]1[#8;H0D2:3][#6;H1D4:7]([#8;D2R0;H1,H0:11][#1D1AR0,cH0D3!r4R1,#6H1D4r6!r4R1,#6H1D4!r6r5!r4R1:12])[#6;D4;H1,H2:6]([R0;#8H1D2,#1D1:10])[#6;D4;H1,H2:5]([R0;#8H1D2,#1D1:9])[#6;D4;H1,H2:4]1[R0;#8H1D2,#1D1:8].[#1;D1R0:15][#8;H1D2R0:13][#15;H0D4:14]>>[*:12]-[*:11]-[*:15].[*:14]-[*:13]-[*:7]-1-[*:3]-[*:2](-[*:1])-[*:4](-[*:8])-[*:5](-[*:9])-[*:6]-1-[*:10]	Any;Any	
2.4.2_01	Any;Any	[#6;R1r5:3][#6;H1D4R1r5:2]([#8;H0D2R1r5:1])[#8;H0D2R0:4][#15;H0D4R0:5].[H1D3R1;nr5,#7r6:6][#1;D1R0:7]>>[*:5]-[*:4]-[*:7].[*:1]-[*:2](-[*:3])-[*:6]	Any;Any	Reverse of hydrolysis
2.5.1_01	Any;cpd00113	[#6;D4R0;H2,H3:1][#6;H0D3R0:2]([#6;H3D4R0:3])=[#6;H1D3R0:4][#6;H2D4R0:5][#8;H0D2R0:6][#15;H0D4R0:7][#8;H0D2R0:8][$(P(=O)(O[#1])O[#1])].[#1;D1R0:19][#6;H3D4R0:10][#6;H0D3R0:11](=[#6;H2D3R0:12])[#6;H2D4R0:13]([H:20])[#6;H2D4R0:14][#8;H0D2R0:15][#15;H0D4R0:16][#8;H0D2R0:17][#15;H0D4R0:18]>>[*:8]-[*:7]-[*:6]-[*:19].[*:18]-[*:17]-[*:16]-[*:15]-[*:14]-[*:13]=[*:11](-[*:12][H:20])-[*:10]-[*:5]-[*:4]=[*:2](-[*:1])-[*:3]	cpd00012;Any	Terpenoid Extention See 2.5.1.28 2.5.1.82 2.5.1.92 ect
2.6.1_01	cpd00023;Any	[#1;D1R0:3][#6;H1D4:2][#7;R0;H2D3,H3D4:1].[#6,#1D1AR0:6][#6;D3;H0,H1,H2AR0:5]([#6,#1D1AR0:7])=[#8;H0D1R0:4]>>[*:2]=[*:4].[*:1]-[*:5](-[*:3])(-[*:6])-[*:7]	cpd00024;Any	
2.6.1_01.rev	cpd00024;Any	[#8;H1D2R0:5][#6;H0D3R0:3](=[#8;H0D1R0:4])[#6;H0D3:2]=[#8;H0D1R0:1].[#1;D1R0:8][#6;D4!r3;H3AR0,H2,H1:6]([#7;R0;H2D3,H3D4:7])([#6,#1D1AR0:9])[#6,#1D1AR0:10]>>[*:9]-[*:6](-[*:10])=[*:1].[*:7]-[*:2](-[*:8])-[*:3](-[*:5])=[*:4]	Any;cpd00023
2.7.1_01	Any;cpd00002	[#1;D1R0:1][#6:2][#6;H0D3R0:3](=[#8;H0D1R0:4])[#6;H0D3R0:5]([#8;H1D2R0:7])=[#8;H0D1R0:6].[#8;H1D2R0:11][#15;H0D4R0:8]([#8;H1D2R0:12])[#8;H0D2:9][#15;H0D4:10]>>[*:1]-[*:9]-[*:10].[*:11]-[*:8](-[*:12])-[*:4]-[*:3](=[*:2])-[*:5](-[*:7])=[*:6]	cpd00008;Any	KEGG indicates that this can be any NTP
2.7.1_02	Any;Any	[#1;D1R0:1][#8;H1D2R0:2][#6;H1D4:3]1[#8;H0D2:8][#6;H1D4:7]([#6:12])[#6;H1D4:6]([R0;#8H1D2,#1D1:11])[#6;H1D4:5]([R0;#8H1D2,#1D1:10])[#6;H1D4:4]1[R0;#8H1D2,#1D1:9].[#15;H0D4R0:13][#7;H1D2:14][#6;H1D3:15]=[#7:16]>>[*:1]-[*:16]-[*:15]=[*:14].[*:13]-[*:2]-[*:3]-1-[*:8]-[*:7](-[*:12])-[*:6](-[*:11])-[*:5](-[*:10])-[*:4]-1-[*:9]	Any;cpd00119	
2.7.1_02.rev	Any;Any	[#1;D1R0:1][#7:4][#6;H1D3:3]=[#7;H1D3AR0:2].[#6:15][#6;H1D4:10]1[#8;H0D2:11][#6;H1D4:6]([#8;H0D2R0:5][#15;H0D4R0:16])[#6;H1D4:7]([R0;#8H1D2,#1D1:12])[#6;H1D4:8]([R0;#8H1D2,#1D1:13])[#6;H1D4:9]1[R0;#8H1D2,#1D1:14]>>[*:16]-[*:2]-[*:3]=[*:4].[*:1]-[*:5]-[*:6]-1-[*:11]-[*:10](-[*:15])-[*:9](-[*:14])-[*:8](-[*:13])-[*:7]-1-[*:12]	Any;Any	
2.7.1_03	Any;Any	[#1;D1R0:1][#8;H1D2R0:2][#6;H2D4:3][#6:4]1([#8;H1D2:11][#1;D1R0:10])[#8;H0D2:9][#6;H2D4:8][#6;H1D4:7]([R0;#8H1D2,#1D1:14])[#6;H1D4:6]([R0;#8H1D2,#1D1:13])[#6;H1D4:5]1[R0;#8H1D2,#1D1:12].[#15;H0D4R0:15][#7:16][#6;H1D3:17]=[#7:18]>>[*:1]-[*:18]-[*:17]=[*:16].[*:10]-[*:9]-[*:8]-[*:7](-[*:14])-[*:6](-[*:13])-[*:5](-[*:12])-[*:4](=[*:11])-[*:3]-[*:2]-[*:15]	Any;cpd00119	
2.7.1_04	Any;cpd00002	[#1;D1R0:8][#8;H1D2:9][#6:3]1([#6;H2D4:2][#8;H1D2R0:1])[#8;H0D2:7][#6;H2D4:6][#6;D4;H1,H2:5]([R0;#8H1D2,#1D1:11])[#6;D4;H1,H2:4]1[R0;#8H1D2,#1D1:10].[#8;H1D2R0:15][#15;H0D4R0:12]([#8;H1D2R0:16])[#8;H0D2:13][#15;H0D4:14]>>[*:8]-[*:13]-[*:14].[*:1]-[*:2]-[*:3](=[*:9])-[*:4](-[*:10])-[*:5](-[*:11])-[*:6]-[*:7]-[*:12](-[*:15])-[*:16]	cpd00008;Any	
2.7.1_04.rev	Any;cpd00008	[#8;H1D2R0:1][#6;H2D4:2][#6:3](=[#8;H0D1R0:8])[#6;D4;H1,H2:4]([R0;#8H1D2,#1D1:9])[#6;D4;H1,H2:5]([R0;#8H1D2,#1D1:10])[#6;H2D4:6][#8;H0D2:7][#15;H0D4R0:11]([#8;H1D2R0:12])[#8;H1D2R0:13].[#1;D1R0:14][#8;H1D2R0:15][#15;H0D4:16]>>[*:16]-[*:15]-[*:11](-[*:12])-[*:13].[*:1]-[*:2]-[*:3]-1(-[*:8]-[*:14])-[*:7]-[*:6]-[*:5](-[*:10])-[*:4]-1-[*:9]	cpd00002;Any	
2.7.1_05	Any;cpd00002	[#1;D1R0:8][#8;H1D2R0:7][#6;H1D4:3]1[#6;H2D4:2][#8;H0D2:1][#6:6]([#6:12])([#8;H1D2R0:11])[#6;H1D4:5]([#8;H1D2R0:10])[#6;H1D4:4]1[#8;H1D2R0:9].[#8;H0D2:18][#15;H0D4R0:17][#8;H0D2:16][#15;H0D4R0:15][#8;H0D2:14][#15;H0D4R0:13]>>[*:8]-[*:14]-[*:15]-[*:16]-[*:17]-[*:18].[*:13]-[*:1]-[*:2]-[*:3]-1-[*:7]-[*:6](-[*:11])(-[*:12])-[*:5](-[*:10])-[*:4]-1-[*:9]	cpd00008;Any
2.7.1_05.rev	Any;cpd00008	[#6:11][#6:6]1([#8;H1D2R0:10])[#8;H0D2R0:7][#6;H1D4:3]([#6;H2D4:2][#8;H0D2:1][#15;H0D4R0:12])[#6;H1D4:4]([#8;H1D2R0:8])[#6;H1D4:5]1[#8;H1D2R0:9].[#1;D1R0:13][#8;H1D2R0:14][#15;H0D4R0:15][#8;H0D2:16][#15;H0D4R0:17][#8;H0D2:18]>>[*:12]-[*:14]-[*:15]-[*:16]-[*:17]-[*:18].[*:13]-[*:7]-[*:3]-1-[*:2]-[*:1]-[*:6](-[*:10])(-[*:11])-[*:5](-[*:9])-[*:4]-1-[*:8]	cpd00002;Any	
2.7.1_06	cpd00008;Any	[#8;H1D2R0:4][#15;H0D4R0:1]([#8;H1D2R0:5])[#8;H0D2:2][#15;H0D4:3].[#8;H1D2R0:6][#6;H2D4:7][#6;D4;H0,H1:8][#6;H1D4:9]([#8;H1D2R0:10])[#6;H1D4:11]([#8;H1D2R0:12])[#6;H1D4:13][#6;D4;H1,H2:14][#8;D2;H0,H1AR0:15][R0;#1D1,PH0D4:16]>>[*:3]-[*:6].[*:16]-[*:15]-[*:14]-[*:13]-[*:11](-[*:12])-[*:9](-[*:10])-[*:8]-[*:7]-[*:2]-[*:1](-[*:4])-[*:5]	cpd00018;Any	
