Name	Reactants	SMARTS	Products	Comments
4.1.2_02	cpd00001;Any	[#1;D1R0:2][#8;H2D2R0:1][#1;D1R0:3].[#1;D1R0:14][#8;H1D2R0:12][#6;H0D3:11](=[#8;H0D1R0:13])[#6;H0D3:9](=[#8;H0D1R0:10])[#6;H1D3:8]=[#6;H1D3:7][#6;H0D3:5]([#6;D3;H0,H1:6])=[#6;D3;H0,H1:4][#6;D3;H0,H1:15]>>[*:15]-[*:4]=[*:5](-[*:6])-[*:7]=[*:1].[*:14]-[*:12]-[*:11](=[*:13])-[*:9](=[*:10])-[*:8](-[*:2])-[*:3]	Any;Any	
4.1.2_03	Any	[#1;D1R0:5][#8;H1D2R0:4][#6;D4;H0,H1,H2AR0:3]-;!@[#6;D4;H0,H1,H2AR0:1][#7;H2D3R0:2]>>[*:3]=[*:4].[*:2]-[*:1]	Any;Any	
4.1.2_04	Any	[#1;D1R0:7][#8;H1D2R0:6][#6;D4;H0,H1,H2AR0:5]-;!@[#6:4][#6;D3;H0,H1AR0:1]([#6,#1D1AR0,#16:3])=[#8;H0D1R0:2]>>[*:5]=[*:6].[*:4]-[*:1](-[*:3])=[*:2]	Any;Any	
4.1.2_05	Any	[#1;D1R0:1][#8;H1D2R0:2][#6;D4;H2AR0,H1,H0:3]-;!@[#6;D3;H0,H1AR0:4]([#6,#1D1AR0:5])=[#8;H0D1R0:6]>>[*:2]=[*:3].[*:1]-[*:4](-[*:5])=[*:6]	Any;Any	
4.1.2_06	Any;cpd00055	[#1;D1R0:1][#6;H2D4:2]([#8;H1D2R0:4])[#6:3]=[#8;H0D1R0:5].[#1;D1R0:8][#6:7]([#1;D1R0:9])=[#8;H0D1R0:6]>>[*:1]-[*:6]-[*:7](-[*:8])(-[*:9])-[*:2](-[*:4])-[*:3]=[*:5]	Any	
4.1.3_01	Any	[#8R0H1D2,#1D1:17][#6;H1D4:11]1[#6:10][#6;H1D4:9]([#8;H0D2:8]-,:[C;H0D4:13](-,:[#8;H1D2R0:20])(-,:[#6H2:12]1[H;D1R0:19])-,:[#6;H0D3:14]([#8;H1D2R0:16])=[O;H0D1R0:15])[#6;H1D4:6]([#8;H1D2R0:7])-,:[C:3]([H;D1R0:18])(-,:[#6H2:2][#8;H1D2R0:1])-,:[#8;H1D2R0:4][H;D1R0:5]>>[*:16]-[*:14](=[*:15])-[*:3](-[*:2])=[*:4].[*:7]-[*:6]-[*:13]-1-[*:8]-[*:9](-[*:20])-[*:10]-[*:11](-[*:17])-[*:12]-1-[*:1]	Any;Any	
4.1.3_02	Any	[#1;D1R0:5][#8;H1D2R0:4][#6R0:2]([#6;H1D4,H2D4:1])([#6,#1D1AR0:8])[#6:3]([#8;H1D2R0:7])=[#8;H0D1R0:6]>>[*:1].[*:7]-[*:3](=[*:6])-[*:2](-[*:8])=[*:4]	Any;Any	
4.1.3_02.rev	Any;Any	[#1;D1R0:5][#6;H2D4:4]([#6;H2D4:6][#6;H0D3R0:7]([#8;H1D2R0:9])=[#8;H0D1R0:8])[#6;H0D3R0:3]([#8;H1D2R0:1])=[#8;H0D1R0:2].[#8;H1D2R0:14][#6;H0D3R0:15](=[#8;H0D1R0:13])[#6;H0D3:11]([#1D1AR0,#6:10])=[#8;H0D1R0:12]>>[*:5]-[*:12]-[*:11](-[*:10])(-[*:4](-[*:6]-[*:7](-[*:9])=[*:8])-[*:3](-[*:1])=[*:2])-[*:15](-[*:14])=[*:13]	Any	
4.2.1_01	Any;cpd00001	[#6;H0D3:1][#6;H1D3:2]=[#6;H1D3:3][#6;H0D3:4](=[#8;H0D1R0:5])[#6;H0D3R0:6]([#8;H1D2R0:8])=[#8;H0D1R0:7].[#1;D1R0:10][#8;H2D2R0:9][#1;D1R0:11]>>[*:1]-[*:2]=[*:9].[*:10]-[*:3](-[*:11])-[*:4](=[*:5])-[*:6](-[*:8])=[*:7]	Any;Any	Covers 4.2.1.- and others
4.2.1_02	Any;cpd00001	[#1;D1R0:6][#8;H1D2R0:5][#6;D3R0;H0,H1:4]=[#6;H1D3R0:3][#6;D3R0;H1,H0:2]=[#6;D3;H2AR0,H1AR0,H0:1].[#8;H2D2R0:7][#1;D1R0:8]>>[*:6]-[*:1]-[*:2](-[*:7])-[*:3](-[*:8])-[*:4]=[*:5]	Any	Covers 4.2.1.80, 132, - and others
4.2.1_03	Any	[#1;D1R0:4][#6;H2D4R0:3]([#6;H0D4R0:1][#8;H1D2R0:2])[#6;H0D3R0:5]([#8;H1D2R0:7])=[#8;H0D1R0:6]>>[*:1]-[*:3](-[*:2])-[*:5](-[*:7])=[*:6]	Any	Covers 4.2.1.3, -33, 114 and others
4.2.1_04	Any	[#1;D1R0:5][#8;H1D2R0:4][#6;H1D4:3]([#1;D1R0:6])([#6;H0D3:1]=[#8;H0D1R0:2])[#6;H1D4:7]([#6;H0D3,H1D4:9])[#8;H1D2R0:8]>>[*:5]-[*:8].[*:7](-[*:9])-[*:3](=[*:4])-[*:1]=[*:2]	cpd00001;Any	Covers 4.2.1.5, 8, 12, 40, 81, 90, 109, - and others
4.2.1_05	Any;cpd00001	[#6;H2D4AR0,H0D3:3][#6;D3R0;H1,H0:2]=[#6;H2D3R0:1].[#8;H2D2R0:4][#1;D1R0:5]>>[*:5]-[*:1]-[*:2](-[*:3])-[*:4]	Any	Covers 4.2.1.56, 127, -  and others
4.2.1_06	Any;cpd00001	[#6;H2D4AR0,H0D3:6][#6;H2D4R0:5][#6;H1D3R0:4]=[#6;H0D3R0:2]([#6;H3D4R0:1])[#6;H3D4R0:3].[#8;H2D2R0:7][#1;D1R0:8]>>[*:6]-[*:5]-[*:4](-[*:8])-[*:2](-[*:1])(-[*:3])-[*:7]	Any	Covers 4.2.1.131, -95, -97  and others
4.2.1_07	Any	[#1;D1R0:12][#8;H1D2R0:11][#6:10]1([#1;D1R0:16])[#6:9]([#1;D1R0:20])([R0;#8H1D2,#1D1,#7H1D3:13])[#6:8]([#1;D1R0:19])([R0;#8H1D2,#1D1,#7H1D3:14])[#6:7]([#1;D1R0:17])([#8:15])[#8;H0D2:6][#6:5]1([#1;D1R0:18])[#6:2]([#1;D1R0:3])([#1;D1R0:4])[#8;H1D2R0:1]>>[*:1]-[*:12].[*:3]-[*:2](-[*:4])(-[*:16])-[*:5]-1(-[*:18])-[*:6]-[*:7](-[*:15])(-[*:17])-[*:8](-[*:14])(-[*:19])-[*:9](-[*:13])(-[*:20])-[*:10]-1=[*:11]	cpd00001;Any	
4.2.1_07.rev	cpd00001;Any	[#8;H2D2R0:1][#1;D1R0:2].[#1;D1R0:4][#6:3]([#1;D1R0:5])([#1;D1R0:16])[#6:6]1([#1;D1R0:18])[#8;H0D2:7][#6:8]([#1;D1R0:17])([#8:15])[#6:9]([#1;D1R0:19])([R0;#8H1D2,#1D1:14])[#6:10]([#1;D1R0:20])([R0;#8H1D2,#1D1:13])[#6:11]1=[#8;H0D1R0:12]>>[*:2]-[*:12]-[*:11]-1(-[*:16])-[*:10](-[*:13])(-[*:20])-[*:9](-[*:14])(-[*:19])-[*:8](-[*:15])(-[*:17])-[*:7]-[*:6]-1(-[*:18])-[*:3](-[*:1])(-[*:4])-[*:5]	Any	
4.2.1_08	Any	[#8R0H1D2,#1D1:10][#6H1:4]1[#6H1:5]([#8R0H1D2,#1D1R0:11])[#6H1:6]([#8;H1D2R0:12])[#6:1](=[O;H0D1R0:7])-,:[CH1:2]([H;D1R0:13])(-,:[#8;H1D2R0:8][H;D1R0:14])-,:[#6H1:3]1[#8R0H1D2,#1D1:9]>>[*:12]-[*:13].[*:11]-[*:5]-1-[*:4](-[*:10])-[*:3](-[*:9])-[*:2](=[*:8])-[*:1](=[*:7])-[*:6]-1-[*:14]	cpd00001;Any	
4.2.1_08.rev	Any;cpd00001	[#1;D1R0:12][#6:6]1([#1;D1R0:16])[#6:1](=[#8;H0D1R0:7])[#6:2](=[#8;H0D1R0:8])[#6:3]([#1;D1R0:13])([R0;#8H1D2,#1D1:9])[#6:4]([#1;D1R0:14])([R0;#8H1D2,#1D1:10])[#6:5]1([#1;D1R0:15])[R0;#8H1D2,#1D1:11].[#8H2D2R0:17][#1;D1R0:18]>>[*:12]-[*:8]-[*:2]-1(-[*:18])-[*:1](=[*:7])-[*:6](-[*:16])(-[*:17])-[*:5](-[*:11])(-[*:15])-[*:4](-[*:10])(-[*:14])-[*:3]-1(-[*:9])-[*:13]	Any	
4.2.1_09	Any	[#1;D1R0:1][#8;H1D2R0:2][#6:3](=[#8;H0D1R0:6])[#6:4]([#1;D1R0:10])([#8;H1D2R0:7][#1;D1R0:8])[#6:5][#8;H1D2R0:9]>>[*:8]-[*:9].[*:2]=[*:3]=[*:6].[*:5]-[*:4](-[*:10])=[*:7]	cpd00001;cpd00011;Any	
4.2.1_09.rev	Any;cpd00011;cpd00001	[#1;D1R0:1][#6:3][#6:2]([#1;D1R0:5])=[#8;H0D1R0:4].[#8;H0D1R0:6]=[#6:7]=[#8;H0D1R0:8].[#8;H2D2R0:10][#1;D1R0:9]>>[*:1]-[*:6]-[*:7](=[*:8])-[*:2](-[*:5])(-[*:4]-[*:9])-[*:3]-[*:10]	Any	
4.2.1_10	Any	[#1;D1R0:8][#8;H1D2R0:7][#6D3:4][#6:3][#6:2][#6:1][R0;#8H1D2,#7H2D3:5][#1;D1R0:6]>>[*:6]-[*:7]-[*:8].[*:1]-1-[*:2]-[*:3]-[*:4]-[*:5]-1	cpd00001;Any	
4.2.1_11	cpd00001;Any	[#1;D1R0:2][#8;H2D2R0:1][#1;D1R0:3].[#6:4]#[#6,#7:5]>>[*:2]-[*:5](-[*:3])-[*:4]=[*:1]	Any	
4.2.1_11.rev	Any	[#1;D1R0:2][#6,#7:5]([#1;D1R0:3])[#6:4]=[#8;H0D1R0:1]>>[*:4]#[*:5].[*:2]-[*:1]-[*:3]	Any;cpd00001	
4.2.1_12	cpd00001;Any	[#1;D1R0:2][#8;H2D2R0:1][#1;D1R0:3].[#6;D2;H0,H1:4]#[#7;H0D1R0:5]>>[*:2]-[*:5](-[*:3])-[*:4]=[*:1]	Any	
4.2.1_13	Any	[#1;D1R0:11][#8;H1D2R0:8][#6;D4R0;H1,H2:7]([#1;D1R0:9])([#6,#1D1AR0:10])[#6;R0:5]([#8;H1D2R0:6])[#6:1]([#1;D1R0:2])([#1;D1R0:3])[R0;#6,#1D1,#8H1D2:4]>>[*:6]-[*:9].[*:5](-[*:7](-[*:10])=[*:8])-[*:1](-[*:2])(-[*:3])-[*:4]	cpd00001;Any	
4.2.1_13.rev	Any;cpd00001	[#1;D1R0:9][#6;R0:5]([#6;D3R0;H0,H1:6]([#6,#1D1AR0:8])=[#8;H0D1R0:7])[#6:1]([#1;D1R0:2])([#1;D1R0:3])[R0;#6,#1D1,#8H1D2:4].[#8;H2D2R0:10][#1;D1R0:11]>>[*:9]-[*:7]-[*:6](-[*:8])(-[*:11])-[*:5](-[*:10])-[*:1](-[*:2])(-[*:3])-[*:4]	Any	
4.2.1_14	Any;cpd00001	[#7;H2D3R0:5][#6;H1D4R0:4]([#6;D4;H2AR0,H1AR0,H0:6]-;!@[#6;H0D3:7]1=[#6;H1D3:13][#6;H1D3:12]=[#6;H0D3:10]([#8;H1D2R0:11])[#6;H1D3:9]=[#6;H1D3:8]1)[#6;H0D3R0:2]([#8;H1D2R0:1])=[#8;H0D1R0:3].[#8;H2D2R0:14][#1;D1R0:15]>>[*:14]-[*:6]-[*:4](-[*:5])-[*:2](-[*:1])=[*:3].[*:11]-[*:10]-1=[*:12]-[*:13]=[*:7](-[*:15])-[*:8]=[*:9]-1	Any;cpd00127	
4.2.1_14.rev	Any;cpd00127	[#7;H2D3R0:5][#6;H1D4R0:4]([#6;D4;H0,H1,H2AR0:6]-;!@[#8H0D2,#16H0,#8H1AR0,#16H1AR0:7])[#6;H0D3:1]([#8;H1D2R0:3])=[#8;H0D1R0:2].[#1;D1R0:13][#6;H1D3:12][#6;H1D3:11]=[#6;H1D3:10][#6;H0D3:9][#8;H1D2R0:8]>>[*:7]-[*:13].[*:8]-[*:9]-[*:10]=[*:11]-[*:12]-[*:6]-[*:4](-[*:5])-[*:1](-[*:3])=[*:2]	Any;Any	
4.2.1_15	Any	[#1;D1R0:7][#6;D4;H1,H2,H3AR0:6][#6;D4;H1,H0:4]([#8;H1D2R0:5])[#6;H0D3R0:1]([D2R0;#16;H0,#8H1:3])=[#8;H0D1R0:2]>>[*:5]-[*:7].[*:3]-[*:1](=[*:2])-[*:4]=[*:6]	cpd00001;Any	
4.2.1_16	Any	[#1;D1R0:5][#6;D4;H1,H2:4]([#6;D4;H0,H1,H2AR0:6]-;!@[#8;D2;H1AR0,H0:7])[#6;D3;H0,H1AR0:1]([#6,#16,#1D1AR0,#8:3])=[#8;H0D1R0:2]>>[*:5]-[*:7].[*:3]-[*:1](=[*:2])-[*:4]=[*:6]	Any;Any	
4.2.1_16.rev	Any;cpd00001	[#6,#16,#8,#1D1AR0:1][#6;D3;H0,H1:2](=[#8;H0D1R0:3])[#6;D3;H0,H1:4]=[#6;D3;H0,H1,H2AR0:5].[#8;H2D2R0:6][#1;D1R0:7]>>[*:6]-[*:5]-[*:4](-[*:7])-[*:2](-[*:1])=[*:3]	Any	
4.2.1_17	Any;cpd00001	[#7;H2D3R0:4][#6;H1D4R0:3]([#6;H2D4R0:2][#16;H0D2AR0,#16H1D2AR0,SeH0D2AR0,SeH1D2AR0,#7H0D3:1])[#6;H0D3R0:5]([#8;H1D2R0:7])=[#8;H0D1R0:6].[#8;H2D2R0:8][#1;D1R0:9]>>[*:1]-[*:9].[*:8]-[*:2]-[*:3](-[*:4])-[*:5](-[*:7])=[*:6]	Any;Any	Covers 4.2.1.-22, -50 and others
4.2.1_18	Any;cpd00001	[#7;H2D3R0:5][#6;H1D4R0:4]([#6;D4;H2AR0,H1AR0,H0:6][#6;H0D3:7]1=[#6;H1D3:8][#7;H1D3:9][#6;H0D3:10]2=[#6;H0D3:15]1[#6;H1D3:14]=[#6;H1D3:13][#6;H1D3:12]=[#6;H1D3:11]2)[#6;H0D3R0:2]([#8;H1D2R0:1])=[#8;H0D1R0:3].[#8;H2D2R0:16][#1;D1R0:17]>>[*:16]-[*:6]-[*:4](-[*:5])-[*:2](-[*:1])=[*:3].[*:17]-[*:7]-1=[*:8]-[*:9]-[*:10]-2=[*:15]-1-[*:14]=[*:13]-[*:12]=[*:11]-2	Any;cpd00359	
4.2.2_01	cpd00001;Any	[#1;D1R0:2][#8;H2D2R0:1][#1;D1R0:3].[#6;D4;H0,H1,H2,H3AR0:7][#8;H0D2R0:6][#6;D4;H0,H1,H2:5][#8;H0D2:4]>>[*:3]-[*:6]-[*:7].[*:2]-[*:1]-[*:5]-[*:4]	Any;Any	Covers 4.2.1.- and others
4.2.3_01	Any	[#1;D1R0:1][#6;D4;H1,H2,H3AR0:2][#6;D3;H0,H1:3]=[#6;D3;H0,H1:4][#6;D4;H0,H1,H2:5][#8;H0D2:6][#15;H0D4:7]>>[*:1]-[*:6]-[*:7].[*:2]=[*:3]-[*:4]=[*:5]	Any;Any	
4.2.3_02	Any	[#1;D1R0:3][#6;D4;H1,H2AR0:2]([#7;H2D3R0:1])([#1D1AR0,#6:7])[#6;D4;H0,H1,H2:4][#8;H0D2:5][#15;H0D4:6]>>[*:3]-[*:5]-[*:6].[*:1]-[*:2](-[*:7])=[*:4]	Any;Any	
4.3.1_01	Any	[#1;D1R0:7][#8;H1D2R0:6][#6;D4;H1,H2AR0:5][#6;D4;H1,H2AR0:2]([#1;D1R0:4])([#7;H2D3R0:3])[#6,#1D1AR0:1]>>[*:3]-[*:7].[*:5]-[*:2](-[*:1])=[*:6]	cpd00013;Any	
4.3.1_02	Any	[#1;D1R0:3][#6;D4;H2,H1:2]([#6;a;R1:1])[#6;D4;H1,H2,H0:4][#7;H3D4AR0,H2D3AR0,H1D3,H0D3:5]>>[*:3]-[*:5].[*:1]-[*:2]=[*:4]	cpd00013;Any	
4.3.1_02.rev	Any;cpd00013	[#6;a;R1:1][#6;D3;H1,H0:2]=[#6;D3;H1,H0,H2AR0:3].[#7;R0;H3D3,H4D4:5][#1;D1R0:4]>>[*:5]-[*:3]-[*:2](-[*:1])-[*:4]	Any	
4.3.1_03	Any	[#1;D1R0:6][#6;D4;H2,H1:5]([#6;D4;H1,H2,H0:7]-;!@[#7;H3D4AR0,H2D3AR0,H1D3,H0D3:8])[#6:4]=[#6:3][#6:1]=[#8;H0D1R0:2]>>[*:6]-[*:8].[*:2]=[*:1]-[*:3]=[*:4]-[*:5]=[*:7]	Any;Any
4.3.1_03.rev	Any;cpd00013	[#6;D3!r5;H1,H0,H2AR0:6]=[#6;D3!r5;H1,H0:5][#6:4]=[#6:3][#6:1]=[#8;H0D1R0:2].[#7;R0;H3D3,H4D4:8][#1;D1R0:7]>>[*:8]-[*:6]-[*:5](-[*:7])-[*:4]=[*:3]-[*:1]=[*:2]	Any
4.3.1_04	Any	[#1;D1R0:4][#6;D4;H2,H1:3]([#6;D4;H1,H2,H0:5]-;!@[#7;H3D4AR0,H2D3AR0,H1D3,H0D3:6])[#6:1]=[#8;H0D1R0:2]>>[*:4]-[*:6].[*:2]=[*:1]-[*:3]=[*:5]	Any;Any
4.3.1_04.rev	Any;cpd00013	[#6;D3;H0,H1,H2AR0:4]=[#6;D3;H0,H1:3][#6:1]=[#8;H0D1R0:2].[#7;R0;H3D3,H4D4:6][#1;D1R0:5]>>[*:6]-[*:4]-[*:3](-[*:5])-[*:1]=[*:2]	Any	
4.3.2_01	Any	[#1;D1R0:6][#8;H1D2R0:5][#6;D4;H0,H1,H2AR0:4]-;!@[#7;H1D3:3][#6;D3;H0,H1AR0:2]=[#8;H0D1R0:1]>>[*:4]=[*:5].[*:6]-[*:3]-[*:2]=[*:1]	Any;Any
4.3.2_02	Any	[#1;D1R0:6][#8;H1D2R0:5][#6;D4;H0,H1,H2AR0:4]-;@[#7;H1D3:3][#6;D3;H0,H1AR0:2]=[#8;H0D1R0:1]>>([*:4]=[*:5].[*:6]-[*:3]-[*:2]=[*:1])	Any
4.4.1_01	Any;cpd00001	[#1;D1R0:6][#6;H1D4R0:4]([#7;H2D3R0:5])([#6;H2D4R0:3][#6;H2D4R0:2][D2R0;#16;H0,#16H1,SeH0:1])[#6;H0D3R0:7]([#8;H1D2R0:9])=[#8;H0D1R0:8].[#1;D1R0:11][#8;H2D2R0:10][#1;D1R0:12]>>[*:1]-[*:6].[*:5]-[*:11].[*:12]-[*:2]-[*:3]-[*:4](=[*:10])-[*:7](-[*:9])=[*:8]	Any;cpd00013;Any	Covers 4.4.1, 11, and others
4.4.1_02	Any;cpd00001	[#1;D1R0:5][#6;H1D4R0:3]([#7;H2D3R0:4])([#6;H2D4R0:2][#16;H0D2R0:1])[#6;H0D3R0:6]([#8;H1D2R0:8])=[#8;H0D1R0:7].[#1;D1R0:10][#8;H2D2R0:9][#1;D1R0:11]>>[*:1]-[*:10].[*:4]-[*:11].[*:5]-[*:2]-[*:3](=[*:9])-[*:6](-[*:8])=[*:7]	Any;cpd00013;Any	Covers 4.4.1, 8, 15, - and others
4.5.1_01	Any	[#1;D1R0:4][#8;H1D2R0:3][#6:2]([#1D1AR0,#6:1])[#6;D4;H0,H1,H2:5][H0D1R0;Cl,Br,F:6]>>[*:6].[*:1]-[*:2]-1-[*:3]-[#6:5]-1	Any;Any	
4.5.1_02	Any	[#1;D1R0:3][#6!r3:1]([#6,ClH0D1AR0,BrH0D1AR0,FH0D1AR0,#1D1AR0:5])([#6,ClH0D1AR0,BrH0D1AR0,FH0D1AR0,#1D1AR0:6])[#6!r3:2]([H0D1R0;Cl,Br,F:4])([#6,ClH0D1AR0,BrH0D1AR0,FH0D1AR0,#1D1AR0:7])[#6,ClH0D1AR0,BrH0D1AR0,FH0D1AR0,#1D1AR0:8]>>[*:3]-[*:4].[*:5]-[*:1](-[*:6])=[*:2](-[*:7])-[*:8]	Any;Any
4.99.1_01	Any	[#1;D1R0:5][#8;H1D2R0:4][#6;H1D3,#6H0D3,#7H0D2:2]=[#6;D3;H1,H2:1][#1;D1R0:3]>>[*:1]#[*:2].[*:3]-[*:4]-[*:5]	Any;cpd00001	
5.2.1_01	Any	[#1;D1R0:5][#6:2]([#8;H1D2R0:4])[#6:1]=[#8;H0D1R0:3]>>[*:4]-[*:1](-[*:5])-[*:2]=[*:3]	Any	
5.3.1_01	Any	[#6;H1D4:4]1[#6;H1D4:6][#6;H1D4:7]([#8;H1D2R0:8])[#6;H1D4:9][#8;H0D2:1][#6;H1D4:2]1[#8;H1D2R0:3]>>[*:3]-[*:2]-[*:4]-1-[*:1]-[*:9]-[*:7](-[*:8])-[*:6]-1	Any	Covers 5.3.1.4, 5, 6, 12, and others
5.3.1_02	Any	[#6;H2D4R0:8][#6;H1D4:1]1[#8;H0D2:9][#6;H1D4:2][C;D4:7]([H:10])([#8;H1D2R0:3][H;D1R0:4])[#6;H1D4:5]1[#8;H1D2R0:6]>>[H:10][*:2]-[*:7](=[*:3])-[*:5](-[*:6])-[*:1](-[*:8])-[*:9]-[*:4]	Any	Covers 5.3.1.6, 16, 23, 24, and others
5.3.2_01	Any	[#1;D1R0:4][#6;D4;H2,H1:3]([#6;D3;H0,H1:5]=[#6;D3;H0,H2AR0,H1:6])[#6;D3;H0,H1AR0:2]=[#8;H0D1R0:1]>>[*:4]-[*:6]-[*:5]=[*:3]-[*:2]=[*:1]	Any	
5.3.2_01.rev	Any	[#1;D1R0:6][#6;D4;H1,H2,H3:5][#6;D3;H0,H1:4]=[#6;D3;H1,H0:3][#6;D3;H0,H1:2]=[#8;H0D1R0:1]>>[*:6]-[*:3](-[*:2]=[*:1])-[*:4]=[*:5]	Any	
5.3.2_02	Any	[#1;D1R0:4][#8;H1D2R0:3][#6;D3;H0,H1,H2AR0:2]=[#6;D3;H0,H2AR0,H1:1]>>[*:4]-[*:1]-[*:2]=[*:3]	Any	
5.3.99_01	Any	[#1;D1R0:12][#8;H1D2R0:9][#6;H0D3R0:7](=[#8;H0D1R0:8])[#6;H0D4:3]1([#8;H1D2R0:10][#1;D1R0:11])[#8;H0D2:2][#6;H0D3:1][#6;H0D3:6][#6;H1D3:5]=[#6;H1D3:4]1>>[*:11]-[*:2]-[*:1]-[*:6]-[*:5]=[*:4]-[*:3](=[*:10])-[*:7](=[*:8])-[*:9]-[*:12]	Any	
5.3.99_02	Any	[#1;D1R0:12][#8;H1D2R0:9][#6;H0D3R0:7](=[#8;H0D1R0:8])[#6;H0D4:3]1([#8;H1D2R0:10][#1;D1R0:11])[#8;H0D2:2][#6;H0D3:1]=[#6;H0D3:6][#6;H1D3:5]=[#6;H1D3:4]1>>[*:11]-[*:2]-[*:1]=[*:6]-[*:5]=[*:4]-[*:3](=[*:10])-[*:7](=[*:8])-[*:9]-[*:12]	Any	
5.4.2_01	Any	[#1;D1R0:11][#8;H1D2R0:10][#6;H1D4:2]([#6:1])[#6:3](=[#8;H0D1R0:9])[#8;H0D2:4][#15;H0D4:5]([#8;H1D2R0:7])([#8;H1D2R0:8])=[#8;H0D1R0:6]>>[*:11]-[*:4]-[*:3](=[*:9])-[*:2](-[*:1])-[*:10]-[*:5](-[*:7])(-[*:8])=[*:6]	Any	
5.4.2_01.rev	Any	[#1;D1R0:11][#8;H1D2R0:4][#6:3](=[#8;H0D1R0:9])[#6;H1D4:2]([#6:1])[#8;H0D2R0:10][#15;H0D4:5]([#8;H1D2R0:7])([#8;H1D2R0:8])=[#8;H0D1R0:6]>>[*:11]-[*:10]-[*:2](-[*:1])-[*:3](=[*:9])-[*:4]-[*:5](-[*:7])(-[*:8])=[*:6]	Any	
5.4.2_02	Any	[#1;D1R0:5][#8;H1D2R0:4][#6;H2D4:3][#6;H1D4:2]([#6:1])[#8;H0D2:6][#15;H0D4:7]([#8;H1D2R0:8])([#8;H1D2R0:9])=[#8;H0D1R0:10]>>[*:5]-[*:6]-[*:2](-[*:1])-[*:3]-[*:4]-[*:7](-[*:8])(-[*:9])=[*:10]	Any	
